acn,Report_1_Synopsis,Assessments_Primary_Problem
2120256,Air carrier Captain reported the aircraft rolled toward the tug after brake release during pushback. Captain applied brakes to stop and then tug captured the nose wheel.,Human Factors
1995668,Air carrier First Officer reported company charting error for ORD runway 28C LAHSO reference.,Chart Or Publication
1782265,A319 Flight Crew reported a Ground Proximity Warning even though they were established at a safe altitude for terrain avoidance.,Software and Automation
2211866,Air carrier Captain reported receiving a low altitude warning from ATC during an unstable approach in visual conditions. The pilot performed a go-around and returned for a landing.,Human Factors
1953900,ZMA ARTCC Controllers reported aircraft filed and operated in airspace without the proper navigation equipment. Controller reported equipment requirement should be in a NOTAM to prevent route processing errors.,Procedure
2158940,Air carrier Captain reported an Acetone odor upon gate arrival. The flight crew collaborated with the DG Specialists who removed the compromised container which enabled the flight to continue safely.,Human Factors
2061159,B737-800 Captain reported a near miss with a baggage cart while maneuvering to enter the gate area and park. The Captain applied the brakes and stopped the aircraft to prevent a collision.,Airport
1903771,A small aircraft pilot reported complete electrical failure and diverted to the nearest tower controlled airport to land. The FBO staff told the pilot they did not follow the correct procedures for electrical failure.,Aircraft
2015877,PA-24 pilot reported having trouble landing and multiple go-around attempts due to shuddering. On the third attempt and upon finally landing; the pilot shut down the aircraft and saw that the wheel hub of the nose gear had broke and a prop strike had occurred.,Aircraft
1962564,"B737 Captain reported an obstacle pull up"" warning when the First Officer turned final approach too early near a high rise building.""",Human Factors
1805409,GA instructor pilot reported an NMAC during departure from SWO airport requiring an evasive maneuver.,Human Factors
2025848,Air carrier crew reported a TCAS RA on a ILS approach at Tower controlled airport with an aircraft in traffic pattern at a general aviation airport below the ILS approach course. The crew complied with the TCAS guidance and safely landed.,Airspace Structure
2108746,A319 Captain reported the aircraft weather radar system failed during cruise as the flight started to encounter poor weather conditions. Flight crew diverted and made an overweight landing.,Aircraft
2284602,Air carrier flight crew reported during descent they lost control of aircraft due to having an encounter with a microburst. They took evasive action and regained control of aircraft.,Aircraft
2189047,EMB-505 First Officer reported a loss of hydraulic pressure just prior to leveling off at top of climb. Flight crew diverted and main tires on both main gears failed during braking on landing.,Aircraft
1857959,Pilot reported a NMAC with an aircraft that was exiting the LAX SFRA.,Airspace Structure
1829688,Air Carrier flight crew reported TCAS RA in cruise flight and flight crew took evasive action.,Human Factors
2066395,B737 Check Airman reported a ground conflict with unlighted objects in the middle of the ramp area; on a taxi line; while taxiing to the gate at night. The Check Airman stopped the aircraft and shutdown an engine to prevent aircraft damage; then proceeded to the gate.,Airport
2176537,B787 Flight Attendant reported a fume event during preflight; cabin crew advised the Captain; and everyone deplaned.,Aircraft
1913647,MD-11 Dispatcher reported an engine failure and a subsequent diversion were the result of improper fueling at the departure airport.,Aircraft
1787426,Captain reported a successful recovery of a CIFT event during approach as a result of temporary loss of Situational Awareness.,Human Factors
1993401,PA-28 pilot reported a critical ground conflict at a non-towered airport. The pilot states; with full power applied on the pilot's Cherokee; a Citation entered the opposite end of the runway and began their roll. The pilot moved near the grass on the pavement edge as the jet passed overhead. The pilot states there was no comm from the jet at anytime.,Human Factors
1793096,GA pilot and TRACON Controller reported the pilot flying a LDA Approach to SLC airport deviated from their course and altitude and flew below the Minimum Vectoring Altitude.,Software and Automation
2166644,B757 Captain reported after leveling off in cruise; they got a master warning and cabin altitude indication. While descending to destination airport flight crew determined cabin altitude control knob was not in correct position.,Procedure
2008409,BE58 pilot reported observing a large streak of oil on left wing and fluctuating left engine oil pressure. The pilot performed a precautionary shutdown and diverted to an alternate for a safe landing.,Aircraft
1878469,A TRACON Controller reported when they relieved a controller they did not realize the previous controller had not climbed an aircraft to the altitude in the new arrival and departure procedures resulting in a conflict with another aircraft at the same altitude.,Human Factors
1971583,Ground employee reported inaccurate Hazmat weight data provided to the flight during pre-flight. Cargo department discovered the weight and balance error and sent a revised Hazmat weights to airborne aircraft.,Human Factors
