acn,Report_1_Synopsis,Assessments_Primary_Problem
1616111,B737 Flight Attendant reported catering was loading items into locations with weight limitations that were being exceeded.,Company Policy
1252902,N90 Controller reports of losing RADAR and missing an aircraft when it is finally changed to another RADAR feed. The Controller describes how he found the aircraft and what he did to identify it again.,ATC Equipment / Nav Facility / Buildings
1770156,A Center Controller reported a NMAC; after opening a Radar Assist position at combined sectors the two aircraft began flashing conflict alert.,Staffing
1510055,Air carrier First Officer reported confusion regarding the location of the #5 Holding Point at GEG due to incorrect depiction of the location on Jeppesen Low Vis Charts 10-9B; C; and D.,Chart Or Publication
1314573,A Controller at Miami Center Oceanic area reported approving a deviation into New York Center Oceanic Area airspace without coordination; resulting in a potential traffic conflict.,Airspace Structure
1770603,Airport Ground Agent reported the employee bus is very crowded and is concerned social distancing is not being enforced.,Company Policy
1697957,Captain reported that it is unclear if company policy allows brake release to be done prior to receiving clearance to push.,Company Policy
1697950,B777 First Officer reported that a company-issued app used by pilots on their iPads is confusing to use.,Manuals
1602619,Captain of A319 reported that he was ordered to continue flying with a sick FO and was becoming ill and fatigued in the process.,Environment - Non Weather Related
1590734,Airbus Captain reported executing a go-around at MIA after encountering jet blast from a departing Heavy aircraft.,Environment - Non Weather Related
1640954,Air carrier flight crew reported they lost the localizer signal while conducting a Visual Approach to MCI airport.,ATC Equipment / Nav Facility / Buildings
1401815,MIA Approach Controller reported of a VFR aircraft skirting below the MIA Class Bravo. While legal; this causes separation conflicts with traffic inbound to MIA. Reporter suggested changes to the Class Bravo.,Airspace Structure
1769759,Dispatcher reported excessive workload and lack of relief is causing safety of flight issues and work rule violations due to COVID related staffing cuts.,Company Policy
1762502,Dispatcher reported not properly planning for a Center to be ATC Zero for COVID cleaning.,ATC Equipment / Nav Facility / Buildings
1636108,SR22 pilot reported avoiding a deer on landing resulting in a runway excursion; nose gear collapse and prop strike.,Environment - Non Weather Related
1485956,A Cessna 421 pilot reported penetrating Class B airspace due to weather and unable to maneuver within the airspace.,Airspace Structure
1245943,An ERJ-175 First Officer was concerned after the fact that he and Captain; both as low time pilots; had been paired together.,Company Policy
1533831,A Captain reported that the 'Pilot in Command' and 'Second in Command' persons are not recording their time per the FARs.,Company Policy
1267169,A Northern California TRACON (NCT) Controller reports of being told that he had a wake turbulence loss of separation according to the Traffic Analysis and Review Program (TARP).,Equipment / Tooling
1430689,A Center Controller reported insufficient action was taken by the Traffic Management Units to prevent sectors from being overloaded when forecast weather manifested.,Company Policy
1307347,Pilots reported of flying an approach; but did not see a mandatory crossing altitude on the approach. The pilots briefed the approach but did not see the mandatory altitude. ATC corrected the problem.,Chart Or Publication
1342113,An Captain reported that he has the takeoff minimums for Runway 28 at NGU have been changed to N/A on the Jeppesen 31-1 plate and believes that this is incorrect. The previous version stated; Adequate Vis Ref 1/4; and STD 1 (1 & 2 Eng); with the addition of stadium lights that should not have affected the takeoff minimums.,Chart Or Publication
1773865,Center Controller reported an airspace violation due aircraft hand-off issues with a TRACON facility.,Environment - Non Weather Related
1663677,EMB-145 Captain reported being notified by the Flight Attendant that the aircraft was short 1 child life vest prior to departure.,Equipment / Tooling
1604116,Tower Controller reported loss of radios and equipment requirements that were not being followed.,ATC Equipment / Nav Facility / Buildings
1754755,A TRACON Controller reported management forced  the Controllers to accommodate a photo mission aircraft that flew into confliction with airport traffic.,Company Policy
1769794,Technician reported that Company training does not meet FAR criteria for qualifications required.,Company Policy
1456420,Midnight shift Dispatcher reported the workload was close to violating FAR 121.395; and that even with furlough recalls and new hires; dispatchers are overloaded.,Staffing
1670114,BE35 pilot reported encountering wake turbulence on approach in trail of a Ford Trimotor that resulted in a hard landing and damage to the landing gear.,Environment - Non Weather Related
1749919,Maintenance Controller requested that deferral applicability for duct louvers be clarified.,Manuals
1685236,A Maintenance Technician reported the ramp and hangar area lightning warning system does not work in a timely manner.,Equipment / Tooling
